"Port-level Exports"
"Current date: 04/04/2017 3:16 PM (Eastern Daylight Time)"
"Time","Port","Commodity","Country","Containerized Vessel Total Exports Value ($US)","Containerized Vessel Total Exports SWT (kg)",
"2003","Escanaba, MI (Port)","Total All Commodities","World Total","359,971","29,546"
"2003","Escanaba, MI (Port)","Total All Commodities","Europe","343,338","28,514"
"2003","Grand Haven, MI (Port)","Total All Commodities","World Total","497,897","121,468"
"2003","Grand Haven, MI (Port)","Total All Commodities","Asia","9,964","4,339"
"2003","Grand Haven, MI (Port)","Total All Commodities","Asia - Other","9,964","4,339"
"2003","Marquette, MI (Port)","Total All Commodities","World Total","31,731","2,273"
"2003","Marquette, MI (Port)","Total All Commodities","Europe","31,731","2,273"
"2003","Muskegon, MI (Port)","Total All Commodities","World Total","20,000","4,896"
"2003","Muskegon, MI (Port)","Total All Commodities","Europe","20,000","4,896"
"2003","Port Huron, MI (Port)","Total All Commodities","World Total","164,031,966","53,333,304"
"2003","Port Huron, MI (Port)","Total All Commodities","Asia","8,143,787","9,986,965"
"2003","Port Huron, MI (Port)","Total All Commodities","Asia Near East","1,151,347","466,922"
"2003","Port Huron, MI (Port)","Total All Commodities","Asia - South","15,500","20,500"
"2003","Port Huron, MI (Port)","Total All Commodities","Asia - Other","7,059,671","9,518,590"
"2003","Port Huron, MI (Port)","Total All Commodities","Europe","152,533,341","41,136,206"
"2003","Saginaw-Bay City, MI (Port)","Total All Commodities","World Total","131,548","21,460"
"2003","Saginaw-Bay City, MI (Port)","Total All Commodities","Asia","10,437","1,894"
"2003","Saginaw-Bay City, MI (Port)","Total All Commodities","Asia - Other","10,437","1,894"
"2003","Saginaw-Bay City, MI (Port)","Total All Commodities","Europe","121,111","19,566"
"2003","Sault Ste Marie, MI (Port)","Total All Commodities","World Total","11,069,522","4,975,156"
"2003","Sault Ste Marie, MI (Port)","Total All Commodities","Asia","49,959","38,989"
"2003","Sault Ste Marie, MI (Port)","Total All Commodities","Asia - Other","49,959","38,989"
"2003","Sault Ste Marie, MI (Port)","Total All Commodities","Europe","11,019,563","4,936,167"
"2003","Duluth, MN (District)","Total All Commodities","World Total","35,698,807","35,490,260"
"2003","Duluth, MN (District)","Total All Commodities","Asia","30,366,959","34,344,052"
"2003","Duluth, MN (District)","Total All Commodities","Asia - South","1,450,381","1,496,313"
"2003","Duluth, MN (District)","Total All Commodities","Asia - Other","28,916,578","32,847,739"
"2003","Duluth, MN (District)","Total All Commodities","Europe","2,708,312","751,520"
"2003","Ashland, Wisconsin (Port)","Total All Commodities","World Total","3,360","610"
"2003","Ashland, Wisconsin (Port)","Total All Commodities","Europe","3,360","610"
"2003","Duluth, Minn. (Port)","Total All Commodities","World Total","5,230,911","840,160"
"2003","Duluth, Minn. (Port)","Total All Commodities","Asia","1,764,837","385,811"
"2003","Duluth, Minn. (Port)","Total All Commodities","Asia - Other","1,764,837","385,811"
"2003","Duluth, Minn. (Port)","Total All Commodities","Europe","1,126,683","268,788"
"2003","Grand Portage, MN (Port)","Total All Commodities","World Total","36,209","59,580"
"2003","Grand Portage, MN (Port)","Total All Commodities","Asia","36,209","59,580"
"2003","Grand Portage, MN (Port)","Total All Commodities","Asia - Other","36,209","59,580"
"2003","International Falls-Ranier, MN (Port)","Total All Commodities","World Total","30,428,327","34,589,910"
"2003","International Falls-Ranier, MN (Port)","Total All Commodities","Asia","28,565,913","33,898,661"
"2003","International Falls-Ranier, MN (Port)","Total All Commodities","Asia - South","1,450,381","1,496,313"
"2003","International Falls-Ranier, MN (Port)","Total All Commodities","Asia - Other","27,115,532","32,402,348"
"2003","International Falls-Ranier, MN (Port)","Total All Commodities","Europe","1,578,269","482,122"
"2003","Honolulu, HI (District)","Total All Commodities","World Total","48,387,056","84,602,447"
"2003","Honolulu, HI (District)","Total All Commodities","Asia","39,593,245","80,036,267"
"2003","Honolulu, HI (District)","Total All Commodities","Asia Near East","199,743","7,967"
"2003","Honolulu, HI (District)","Total All Commodities","Asia - South","157,200","1,305,737"
"2003","Honolulu, HI (District)","Total All Commodities","Asia - Other","39,236,302","78,722,563"
"2003","Honolulu, HI (District)","Total All Commodities","Europe","4,285,557","1,866,037"
"2003","Hilo, HI (Port)","Total All Commodities","World Total","725,566","1,585,118"
"2003","Hilo, HI (Port)","Total All Commodities","Asia","725,566","1,585,118"
"2003","Hilo, HI (Port)","Total All Commodities","Asia - Other","725,566","1,585,118"
"2003","Honolulu, HI (Port)","Total All Commodities","World Total","46,898,323","82,841,992"
"2003","Honolulu, HI (Port)","Total All Commodities","Asia","38,688,356","78,339,080"
"2003","Honolulu, HI (Port)","Total All Commodities","Asia Near East","196,246","7,867"
"2003","Honolulu, HI (Port)","Total All Commodities","Asia - South","157,200","1,305,737"
"2003","Honolulu, HI (Port)","Total All Commodities","Asia - Other","38,334,910","77,025,476"
"2003","Honolulu, HI (Port)","Total All Commodities","Europe","4,059,430","1,836,148"
"2003","Kahului, HI (Port)","Total All Commodities","World Total","747,291","154,925"
"2003","Kahului, HI (Port)","Total All Commodities","Asia","163,447","91,657"
"2003","Kahului, HI (Port)","Total All Commodities","Asia Near East","3,497","100"
"2003","Kahului, HI (Port)","Total All Commodities","Asia - Other","159,950","91,557"
"2003","Kahului, HI (Port)","Total All Commodities","Europe","226,127","29,889"
"2003","Nawiliwili-Port Allen, HI (Port)","Total All Commodities","World Total","15,876","20,412"
"2003","Nawiliwili-Port Allen, HI (Port)","Total All Commodities","Asia","15,876","20,412"
"2003","Nawiliwili-Port Allen, HI (Port)","Total All Commodities","Asia - Other","15,876","20,412"
"2003","Houston-Galveston, TX (District)","Total All Commodities","World Total","9,758,843,847","6,621,722,761"
"2003","Houston-Galveston, TX (District)","Total All Commodities","Asia","1,605,672,545","1,405,335,201"
"2003","Houston-Galveston, TX (District)","Total All Commodities","Asia Near East","678,280,738","423,135,607"
"2003","Houston-Galveston, TX (District)","Total All Commodities","Asia - South","183,673,723","193,815,131"
"2003","Houston-Galveston, TX (District)","Total All Commodities","Asia - Other","766,712,696","804,047,046"
"2003","Houston-Galveston, TX (District)","Total All Commodities","Europe","4,654,533,403","2,295,595,800"
"2003","Corpus Christi, TX (Port)","Total All Commodities","World Total","61,175,822","142,263,741"
"2003","Corpus Christi, TX (Port)","Total All Commodities","Asia","30,999,484","92,082,329"
"2003","Corpus Christi, TX (Port)","Total All Commodities","Asia Near East","20,309,303","65,542,541"
"2003","Corpus Christi, TX (Port)","Total All Commodities","Asia - South","3,018,070","10,008,381"
"2003","Corpus Christi, TX (Port)","Total All Commodities","Asia - Other","7,672,111","16,531,407"
"2003","Corpus Christi, TX (Port)","Total All Commodities","Europe","17,392,902","19,452,293"
"2003","Freeport, TX (Port)","Total All Commodities","World Total","182,403,226","334,088,162"
"2003","Freeport, TX (Port)","Total All Commodities","Asia","18,036,861","36,776,890"
"2003","Freeport, TX (Port)","Total All Commodities","Asia Near East","780,010","1,900,340"
"2003","Freeport, TX (Port)","Total All Commodities","Asia - Other","17,256,851","34,876,550"
"2003","Freeport, TX (Port)","Total All Commodities","Europe","96,338","87,104"
"2003","Galveston, TX (Port)","Total All Commodities","World Total","17,520,988","19,214,142"
"2003","Galveston, TX (Port)","Total All Commodities","Asia","152,500","44,848"
"2003","Galveston, TX (Port)","Total All Commodities","Asia Near East","3,518","59"
"2003","Galveston, TX (Port)","Total All Commodities","Asia - South","33,750","262"
"2003","Galveston, TX (Port)","Total All Commodities","Asia - Other","115,232","44,527"
"2003","Galveston, TX (Port)","Total All Commodities","Europe","2,572,667","301,825"
"2003","Houston, TX (Port)","Total All Commodities","World Total","9,360,325,549","5,695,196,596"
"2003","Houston, TX (Port)","Total All Commodities","Asia","1,463,376,275","1,045,832,788"
"2003","Houston, TX (Port)","Total All Commodities","Asia Near East","655,884,707","354,892,668"
"2003","Houston, TX (Port)","Total All Commodities","Asia - South","175,476,988","168,117,772"
"2003","Houston, TX (Port)","Total All Commodities","Asia - Other","655,009,192","538,484,931"
